-1.280000000000000027e-01,-9.600000000000000200e-02,4.900000000000000189e-02
-1.250000000000000000e-01,-9.600000000000000200e-02,5.500000000000000028e-02
-1.209999999999999964e-01,-9.600000000000000200e-02,5.899999999999999689e-02
-1.179999999999999938e-01,-9.600000000000000200e-02,6.400000000000000133e-02
-1.140000000000000041e-01,-9.600000000000000200e-02,6.800000000000000488e-02
-1.140000000000000041e-01,-9.600000000000000200e-02,6.900000000000000577e-02
-1.110000000000000014e-01,-9.600000000000000200e-02,7.299999999999999545e-02
-1.079999999999999988e-01,-9.600000000000000200e-02,8.000000000000000167e-02
-1.039999999999999952e-01,-9.600000000000000200e-02,8.400000000000000522e-02
-1.000000000000000056e-01,-9.600000000000000200e-02,8.500000000000000611e-02
-9.500000000000000111e-02,-9.600000000000000200e-02,8.699999999999999400e-02
-8.899999999999999578e-02,-9.600000000000000200e-02,9.199999999999999845e-02
-8.500000000000000611e-02,-9.600000000000000200e-02,9.500000000000000111e-02
-7.799999999999999989e-02,-9.600000000000000200e-02,9.900000000000000466e-02
-7.000000000000000666e-02,-9.600000000000000200e-02,1.000000000000000056e-01
-6.199999999999999956e-02,-9.600000000000000200e-02,1.000000000000000056e-01
-5.700000000000000205e-02,-9.600000000000000200e-02,1.000000000000000056e-01
-5.299999999999999850e-02,-9.600000000000000200e-02,1.010000000000000064e-01
-4.599999999999999922e-02,-9.600000000000000200e-02,1.039999999999999952e-01
-3.799999999999999906e-02,-9.600000000000000200e-02,1.049999999999999961e-01
-2.999999999999999889e-02,-9.600000000000000200e-02,-4.200000000000000261e-02
-2.999999999999999889e-02,-9.600000000000000200e-02,1.049999999999999961e-01
-2.199999999999999872e-02,-9.600000000000000200e-02,1.069999999999999979e-01
-2.199999999999999872e-02,-9.600000000000000200e-02,-4.100000000000000172e-02
-1.400000000000000029e-02,-9.600000000000000200e-02,1.069999999999999979e-01
-1.400000000000000029e-02,-9.600000000000000200e-02,-3.899999999999999994e-02
-7.000000000000000146e-03,-9.600000000000000200e-02,1.079999999999999988e-01
-6.000000000000000125e-03,-9.600000000000000200e-02,-3.799999999999999906e-02
-3.000000000000000062e-03,-9.600000000000000200e-02,1.089999999999999997e-01
-1.000000000000000021e-03,-9.600000000000000200e-02,1.079999999999999988e-01
2.000000000000000042e-03,-9.600000000000000200e-02,-3.699999999999999817e-02
3.000000000000000062e-03,-9.600000000000000200e-02,1.089999999999999997e-01
4.000000000000000083e-03,-9.600000000000000200e-02,-3.500000000000000333e-02
8.000000000000000167e-03,-9.600000000000000200e-02,-3.599999999999999728e-02
1.000000000000000021e-02,-9.600000000000000200e-02,1.110000000000000014e-01
1.099999999999999936e-02,-9.600000000000000200e-02,-3.400000000000000244e-02
1.799999999999999864e-02,-9.600000000000000200e-02,1.130000000000000032e-01
1.799999999999999864e-02,-9.600000000000000200e-02,-3.300000000000000155e-02
2.599999999999999881e-02,-9.600000000000000200e-02,-3.200000000000000067e-02
2.599999999999999881e-02,-9.600000000000000200e-02,1.150000000000000050e-01
2.900000000000000147e-02,-9.600000000000000200e-02,1.170000000000000068e-01
3.300000000000000155e-02,-9.600000000000000200e-02,1.170000000000000068e-01
3.400000000000000244e-02,-9.600000000000000200e-02,-2.999999999999999889e-02
3.500000000000000333e-02,-9.600000000000000200e-02,1.160000000000000059e-01
4.200000000000000261e-02,-9.600000000000000200e-02,-2.999999999999999889e-02
4.200000000000000261e-02,-9.600000000000000200e-02,1.140000000000000041e-01
5.000000000000000278e-02,-9.600000000000000200e-02,-2.900000000000000147e-02
5.000000000000000278e-02,-9.600000000000000200e-02,1.110000000000000014e-01
5.700000000000000205e-02,-9.600000000000000200e-02,1.089999999999999997e-01
5.800000000000000294e-02,-9.600000000000000200e-02,1.100000000000000006e-01
5.800000000000000294e-02,-9.600000000000000200e-02,-2.900000000000000147e-02
6.600000000000000311e-02,-9.600000000000000200e-02,-2.900000000000000147e-02
6.600000000000000311e-02,-9.600000000000000200e-02,1.120000000000000023e-01
7.399999999999999634e-02,-9.600000000000000200e-02,1.140000000000000041e-01
7.399999999999999634e-02,-9.600000000000000200e-02,-2.900000000000000147e-02
8.200000000000000344e-02,-9.600000000000000200e-02,-2.900000000000000147e-02
8.200000000000000344e-02,-9.600000000000000200e-02,1.160000000000000059e-01
8.999999999999999667e-02,-9.600000000000000200e-02,1.160000000000000059e-01
8.999999999999999667e-02,-9.600000000000000200e-02,-2.999999999999999889e-02
9.800000000000000377e-02,-9.600000000000000200e-02,1.150000000000000050e-01
9.800000000000000377e-02,-9.600000000000000200e-02,-2.999999999999999889e-02
1.059999999999999970e-01,-9.600000000000000200e-02,1.140000000000000041e-01
1.059999999999999970e-01,-9.600000000000000200e-02,-2.999999999999999889e-02
1.140000000000000041e-01,-9.600000000000000200e-02,-3.099999999999999978e-02
1.140000000000000041e-01,-9.600000000000000200e-02,1.140000000000000041e-01
1.219999999999999973e-01,-9.600000000000000200e-02,1.140000000000000041e-01
1.219999999999999973e-01,-9.600000000000000200e-02,-3.200000000000000067e-02
1.300000000000000044e-01,-9.600000000000000200e-02,-3.300000000000000155e-02
1.300000000000000044e-01,-9.600000000000000200e-02,1.130000000000000032e-01
1.370000000000000107e-01,-9.600000000000000200e-02,1.100000000000000006e-01
1.380000000000000115e-01,-9.600000000000000200e-02,-3.400000000000000244e-02
1.409999999999999865e-01,-9.600000000000000200e-02,1.079999999999999988e-01
1.449999999999999900e-01,-9.600000000000000200e-02,-3.500000000000000333e-02
1.459999999999999909e-01,-9.600000000000000200e-02,1.069999999999999979e-01
1.489999999999999936e-01,-9.600000000000000200e-02,-3.599999999999999728e-02
1.499999999999999944e-01,-9.600000000000000200e-02,-3.500000000000000333e-02
1.539999999999999980e-01,-9.600000000000000200e-02,1.069999999999999979e-01
1.539999999999999980e-01,-9.600000000000000200e-02,-3.599999999999999728e-02
1.620000000000000051e-01,-9.600000000000000200e-02,1.059999999999999970e-01
1.620000000000000051e-01,-9.600000000000000200e-02,-3.699999999999999817e-02
1.700000000000000122e-01,-9.600000000000000200e-02,-3.699999999999999817e-02
1.700000000000000122e-01,-9.600000000000000200e-02,1.049999999999999961e-01
1.719999999999999862e-01,-9.600000000000000200e-02,-3.500000000000000333e-02
1.769999999999999907e-01,-9.600000000000000200e-02,-3.699999999999999817e-02
1.779999999999999916e-01,-9.600000000000000200e-02,1.039999999999999952e-01
1.789999999999999925e-01,-9.600000000000000200e-02,-3.500000000000000333e-02
1.849999999999999978e-01,-9.600000000000000200e-02,-3.599999999999999728e-02
1.859999999999999987e-01,-9.600000000000000200e-02,-3.400000000000000244e-02
1.859999999999999987e-01,-9.600000000000000200e-02,1.029999999999999943e-01
1.940000000000000058e-01,-9.600000000000000200e-02,1.019999999999999934e-01
1.940000000000000058e-01,-9.600000000000000200e-02,-3.200000000000000067e-02
2.000000000000000111e-01,-9.600000000000000200e-02,1.010000000000000064e-01
2.020000000000000129e-01,-9.600000000000000200e-02,-2.999999999999999889e-02
2.039999999999999869e-01,-9.600000000000000200e-02,1.000000000000000056e-01
2.089999999999999913e-01,-9.600000000000000200e-02,-2.900000000000000147e-02
2.099999999999999922e-01,-9.600000000000000200e-02,9.800000000000000377e-02
2.119999999999999940e-01,-9.600000000000000200e-02,-2.699999999999999969e-02
2.149999999999999967e-01,-9.600000000000000200e-02,-2.800000000000000058e-02
2.179999999999999993e-01,-9.600000000000000200e-02,9.400000000000000022e-02
2.179999999999999993e-01,-9.600000000000000200e-02,-2.599999999999999881e-02
2.210000000000000020e-01,-9.600000000000000200e-02,9.199999999999999845e-02
2.260000000000000064e-01,-9.600000000000000200e-02,9.099999999999999756e-02
2.260000000000000064e-01,-9.600000000000000200e-02,-2.500000000000000139e-02
2.340000000000000135e-01,-9.600000000000000200e-02,-2.400000000000000050e-02
2.340000000000000135e-01,-9.600000000000000200e-02,8.799999999999999489e-02
2.389999999999999902e-01,-9.600000000000000200e-02,8.599999999999999312e-02
2.409999999999999920e-01,-9.600000000000000200e-02,-2.100000000000000130e-02
2.429999999999999938e-01,-9.600000000000000200e-02,8.300000000000000433e-02
2.449999999999999956e-01,-9.600000000000000200e-02,-1.899999999999999953e-02
2.489999999999999991e-01,-9.600000000000000200e-02,7.900000000000000078e-02
2.489999999999999991e-01,-9.600000000000000200e-02,-1.700000000000000122e-02
2.530000000000000027e-01,-9.600000000000000200e-02,7.599999999999999811e-02
2.570000000000000062e-01,-9.600000000000000200e-02,-1.299999999999999940e-02
2.580000000000000071e-01,-9.600000000000000200e-02,7.299999999999999545e-02
2.610000000000000098e-01,-9.600000000000000200e-02,-1.000000000000000021e-02
2.630000000000000115e-01,-9.600000000000000200e-02,6.900000000000000577e-02
2.640000000000000124e-01,-9.600000000000000200e-02,-6.000000000000000125e-03
2.670000000000000151e-01,-9.600000000000000200e-02,6.600000000000000311e-02
2.680000000000000160e-01,-9.600000000000000200e-02,-1.000000000000000021e-03
2.710000000000000187e-01,-9.600000000000000200e-02,6.199999999999999956e-02
2.710000000000000187e-01,-9.600000000000000200e-02,2.000000000000000042e-03
2.730000000000000204e-01,-9.600000000000000200e-02,8.000000000000000167e-03
2.740000000000000213e-01,-9.600000000000000200e-02,5.700000000000000205e-02
2.740000000000000213e-01,-9.600000000000000200e-02,1.700000000000000122e-02
2.750000000000000222e-01,-9.600000000000000200e-02,2.400000000000000050e-02
2.760000000000000231e-01,-9.600000000000000200e-02,3.200000000000000067e-02
2.760000000000000231e-01,-9.600000000000000200e-02,4.000000000000000083e-02
2.760000000000000231e-01,-9.600000000000000200e-02,4.900000000000000189e-02
